"product_full","prix","marque","available","Source","Categorie_Produit","id_elec","Quantity_Acheté","prix_acheté","categorie"
"PC Portable HP 15-fd0079nk i5 13 Gn 8Go 512Go SSD - Silver","1.855","HP","En stock","mytek","electronique","177","2","2.351","pc"
"Pc Portable DELL Vostro 3520 i7 12me Gn 8Go 512Go SSD","1.859","Dell","En stock","mytek","electronique","178","5","2.526","pc"
"PC Portable ASUS Vivobook 15 X1502VA i5 13 Gn 32Go 512G SSD - Silver","1.879","Asus","En stock","mytek","electronique","179","5","1.991","pc"
"PC Portable HP 15-fd0046nk i5 13 Gn 8Go 512Go SSD - Silver & Or Chaud","1.889","HP","En stock","mytek","electronique","180","5","1.889","pc"
"PC Portable HP 15-fd0079nk i5 13 Gn 16Go 512Go SSD - Silver","1.895","HP","En stock","mytek","electronique","181","5","1.895","pc"
"PC Portable HP 15-fd0080nk i5 13 Gn 16Go 512Go SSD - Noir","1.895","HP","En stock","mytek","electronique","182","5","2.172","pc"
"PC Portable LENOVO IdeaPad 1 15IAU7 i7 12 Gn 8Go 512Go SSD - Bleu","1.899","Lenovo","En stock","mytek","electronique","183","5","1.899","pc"
"PC Portable ASUS Vivobook 15 X1502VA i7 13 Gn 8Go 512Go SSD - Silver","1.899","Asus","En stock","mytek","electronique","184","4","1.899","pc"
"PC Portable HP 15-fd0080nk i5 13 Gn 16Go 512G SSD - Noir","1.905","HP","En stock","mytek","electronique","185","1","2.627","pc"
"PC Portable HP 15-fd0079nk i5 13 Gn 8G 512Go SSD - Silver","1.915","HP","En stock","mytek","electronique","186","5","1.915","pc"
"PC Portable HP 15-fd0080nk i5 13 Gn 8G 512Go SSD - Noir","1.915","HP","En stock","mytek","electronique","187","1","1.915","pc"
"PC Portable HP 15-fd0080nk i5 13 Gn 8Go 512G SSD - Noir","1.925","HP","En stock","mytek","electronique","188","5","1.925","pc"
"PC Portable HP 15-fd0046nk i5 13 Gn 16Go 512Go SSD - Silver & Or Chaud","1.929","HP","En stock","mytek","electronique","189","4","1.929","pc"
"PC Portable LENOVO IdeaPad 1 15IAU7 i7 12 Gn 16Go 512Go SSD - Bleu","1.939","Lenovo","En stock","mytek","electronique","190","1","2.573","pc"
"PC Portable HP 15-fd0080nk i5 13 Gn 24Go 512Go SSD - Noir","1.939","HP","En stock","mytek","electronique","191","5","2.264","pc"
"PC Portable HP 15-fd0079nk i5 13 Gn 24Go 512Go SSD - Silver","1.939","HP","En stock","mytek","electronique","192","1","2.297","pc"
"PC Portable ASUS Vivobook 15 X1502VA i7 13 Gn 16Go 512Go SSD - Bleu","1.939","Asus","en rupture","mytek","electronique","193","1","1.939","pc"
"PC Portable ASUS Vivobook 15 X1502VA i7 13 Gn 16Go 512Go SSD - Silver","1.939","Asus","En stock","mytek","electronique","194","2","1.939","pc"
"PC Portable HP 15-fd0045nk i5 13 Gn 24Go 512Go SSD - Silver & Or Chaud","1.949","HP","En stock","mytek","electronique","195","4","2.636","pc"
"PC Portable HP 15-fd0080nk i5 13 Gn 24Go 512G SSD - Noir","1.949","HP","En stock","mytek","electronique","196","2","1.949","pc"
"PC Portable HP 15-fd0079nk i5 13 Gn 16G 512Go SSD - Silver","1.955","HP","En stock","mytek","electronique","197","1","2.809","pc"
"PC Portable HP 15-fd0080nk i5 13 Gn 16G 512Go SSD - Noir","1.955","HP","En stock","mytek","electronique","198","3","2.356","pc"
"PC Portable LENOVO IdeaPad 1 15IAU7 i7 12 Gn 8G 512Go SSD - Bleu","1.959","Lenovo","En stock","mytek","electronique","199","5","1.959","pc"
"PC Portable LENOVO IdeaPad 1 15IAU7 i7 12 Gn 24Go 512Go SSD - Bleu","1.979","Lenovo","En stock","mytek","electronique","200","4","1.979","pc"
"PC Portable ASUS Vivobook 15 X1502VA i7 13 Gn 24Go 512Go SSD - Bleu","1.979","Asus","En stock","mytek","electronique","201","2","1.979","pc"
"PC Portable ASUS Vivobook 15 X1502VA i7 13 Gn 24Go 512Go SSD - Silver","1.979","Asus","En stock","mytek","electronique","202","2","2.348","pc"
"Pc Portable DELL Vostro 3520 i7 12me Gn 16G 512G SSD","1.985","Dell","En stock","mytek","electronique","203","4","1.985","pc"
"PC Portable HP 15-fd0079nk i5 13 Gn 24G 512Go SSD - Silver","1.999","HP","En stock","mytek","electronique","204","2","1.999","pc"
"PC Portable HP 15-fd0080nk i5 13 Gn 24G 512Go SSD - Noir","1.999","HP","En stock","mytek","electronique","205","1","1.999","pc"
"PC Portable LENOVO IdeaPad 1 15IAU7 i7 12 Gn 16G 512Go SSD - Bleu","1.999","Lenovo","En stock","mytek","electronique","206","1","2.389","pc"
"Pc Portable HP 15-fc0015nk AMD RYZEN 7 20Go 512Go SSD - Silver","1.999","HP","en rupture","mytek","electronique","207","1","1.999","pc"
"PC Portable LENOVO IdeaPad Slim 3 15IRH8 i7 13 Gn 16Go 512G SSD - Gris","2.019","Lenovo","En stock","mytek","electronique","208","2","2.019","pc"
"Pc Portable DELL Vostro 3520 i7 12me Gn 24G 512G SSD","2.039","Dell","En stock","mytek","electronique","209","5","2.039","pc"
"PC Portable LENOVO IdeaPad 1 15IAU7 i7 12 Gn 24G 512Go SSD - Bleu","2.039","Lenovo","En stock","mytek","electronique","210","3","2.039","pc"
"PC Portable LENOVO IdeaPad Slim 3 15IRH8 i7 13 Gn 16Go 512Go SSD - Gris","2.045","Lenovo","En stock","mytek","electronique","211","1","2.045","pc"
"PC Portable ASUS Vivobook 15 X1504VA Intel Core 5 120U 8Go 512Go SSD - Silver","2.049","Asus","En stock","mytek","electronique","212","5","2.049","pc"
"Pc Portable DELL Vostro 3530 i7 13 Gn 8Go 512G SSD - Noir","2.065","Dell","En stock","mytek","electronique","213","5","2.809","pc"
"PC Portable ASUS Vivobook 15 X1502VA i9 13 Gn 8Go 512Go SSD - Silver","2.075","Asus","En stock","mytek","electronique","214","2","2.572","pc"
"PC Portable ASUS Vivobook 15 X1502VA i9 13 Gn 8Go 512Go SSD - Bleu","2.075","Asus","En stock","mytek","electronique","215","3","2.316","pc"
"PC Portable LENOVO IdeaPad Slim 3 15IRH8 i7 13 Gn 16G 512G SSD - Gris","2.079","Lenovo","En stock","mytek","electronique","216","4","2.079","pc"
"Pc Portable DELL Vostro 3520 i7 12me Gn 32G 512G SSD","2.085","Dell","En stock","mytek","electronique","217","1","2.085","pc"
"PC Portable ASUS Vivobook 15 X1502VA i9 13 Gn 12Go 512Go SSD - Silver","2.095","Asus","En stock","mytek","electronique","218","3","2.095","pc"
"PC Portable LENOVO IdeaPad Slim 3 15IRH8 i7 13 Gn 16G 512Go SSD - Gris","2.105","Lenovo","En stock","mytek","electronique","219","2","2.730","pc"
"PC Portable ASUS Vivobook 15 X1502VA i9 13 Gn 16Go 512Go SSD - Silver","2.115","Asus","En stock","mytek","electronique","220","4","2.277","pc"
"PC Portable ASUS Vivobook 15 X1502VA i9 13 Gn 16Go 512Go SSD - Bleu","2.115","Asus","En stock","mytek","electronique","221","5","2.662","pc"
"Pc Portable DELL Vostro 3530 i7 13 Gn 8G 512G SSD - Noir","2.125","Dell","En stock","mytek","electronique","222","2","2.125","pc"
"Pc Portable DELL Vostro 3530 i7 13 Gn 16Go 512G SSD - Noir","2.125","Dell","En stock","mytek","electronique","223","5","2.125","pc"
"PC Portable DELL Latitude 3540 i5 13me Gn 8Go 512Go SSD - Gris","2.135","Dell","En stock","mytek","electronique","224","3","2.473","pc"
"PC Portable Gamer MSI Thin GF63 12UCX i5 12 Gn 12Go RTX 2050","2.149","MSI","En stock","mytek","electronique","225","2","2.603","pc"
"PC Portable LENOVO IdeaPad Flex 5 14IAU7 i5 12 Gn 8Go 512Go SSD","2.149","Lenovo","En stock","mytek","electronique","226","2","2.840","pc"
"PC Portable ASUS Vivobook 15 X1502VA i9 13 Gn 24Go 512Go SSD - Silver","2.155","Asus","En stock","mytek","electronique","227","1","2.290","pc"
"PC Portable ASUS Vivobook 15 X1502VA i9 13 Gn 24Go 512Go SSD - Bleu","2.155","Asus","En stock","mytek","electronique","228","2","2.155","pc"
"PC Portable LENOVO ThinkBook 16 G6 IRL i7 13 Gn 8Go 512Go SSD - Gris","2.159","Lenovo","En stock","mytek","electronique","229","3","2.562","pc"
"Pc Portable DELL Vostro 3530 i7 13 Gn 24Go 512G SSD - Noir","2.165","Dell","En stock","mytek","electronique","230","3","2.583","pc"
"PC Portable LENOVO ThinkBook 16 G7 IML Ultra 5 125U 8Go 512Go SSD - Gris","2.169","Lenovo","En stock","mytek","electronique","231","2","2.380","pc"
"PC Portable Gamer LENOVO LOQ 15IAX9 i5 12 Gn 8Go RTX 2050","2.179","Lenovo","En stock","mytek","electronique","232","1","2.328","pc"
"Pc Portable DELL Vostro 3530 i7 13 Gn 16G 512G SSD - Noir","2.185","Dell","En stock","mytek","electronique","233","1","2.185","pc"
"PC Portable DELL Latitude 3540 i5 13me Gn 8G 512G SSD - Gris","2.195","Dell","En stock","mytek","electronique","234","4","2.195","pc"
"PC Portable DELL Latitude 3540 i5 13me Gn 16Go 512Go SSD - Gris","2.195","Dell","En stock","mytek","electronique","235","5","2.948","pc"
"Pc Portable HP ProBook 450 G10 i5 13 Gn 16Go 512G SSD - Silver","2.199","HP","En stock","mytek","electronique","236","2","2.199","pc"
"PC Portable Gamer LENOVO LOQ 15IAX9 i5 12 Gn 16G RTX2050","2.219","Lenovo","en rupture","mytek","electronique","237","5","2.474","pc"
"Pc Portable HP ProBook 450 G9 i5 12 Gn 24Go 256Go SSD - Silver","2.219","HP","En stock","mytek","electronique","238","3","3.083","pc"
"Pc Portable DELL Vostro 3530 i7 13 Gn 24G 512G SSD - Noir","2.225","Dell","En stock","mytek","electronique","239","5","2.637","pc"
"Pc Portable DELL Vostro 3530 i7 13 Gn 32Go 512G SSD - Noir","2.225","Dell","En stock","mytek","electronique","240","4","2.225","pc"
"PC Portable DELL Latitude 3540 i5 13me Gn 24Go 512Go SSD - Gris","2.235","Dell","En stock","mytek","electronique","241","5","2.235","pc"
"Pc Portable HP ProBook 450 G10 i5 13 Gn 24Go 512G SSD - Silver","2.239","HP","En stock","mytek","electronique","242","4","2.492","pc"
"PC Portable Gamer LENOVO LOQ 15IAX9 i5 12 Gn 16G RTX 2050","2.245","Lenovo","en rupture","mytek","electronique","243","4","2.245","pc"
"PC Portable LENOVO ThinkBook 16 G7 IML Ultra 5 125U 16Go 512Go SSD - Gris","2.245","Lenovo","En stock","mytek","electronique","244","2","2.462","pc"
"PC Portable HP Pavilion x360 2-in-1 14-ek1001nk i5 13 Gn 8Go 512Go SSD - Silver","2.249","HP","en rupture","mytek","electronique","245","3","2.492","pc"
"PC Portable Gamer LENOVO LOQ 15IAX9 i5 12me Gn 16Go RTX 2050","2.249","Lenovo","En stock","mytek","electronique","246","4","2.249","pc"
"Pc Portable HP ProBook 450 G10 i5 13 Gn 16Go 256Go SSD - Silver","2.249","HP","En stock","mytek","electronique","247","1","3.039","pc"
"PC Portable DELL Latitude 3540 i5 13me Gn 16G 512G SSD - Gris","2.255","Dell","En stock","mytek","electronique","248","5","2.877","pc"
"Pc Portable HP ProBook 450 G10 i5 13 Gn 16G 512G SSD - Silver","2.259","HP","En stock","mytek","electronique","249","4","2.864","pc"
"PC Portable Gamer LENOVO LOQ 15IAX9 i5 12 Gn 8G RTX 2050","2.259","Lenovo","En stock","mytek","electronique","250","5","2.259","pc"
"PC Portable Gamer HP Victus 15-fa1007nk i5 13 Gn 8Go RTX 2050
Notation:
100
% of
100
1  Commentaire Ajoutez votre commentaire","2.259","HP","En stock","mytek","electronique","251","3","2.555","pc"
"PC Portable Gamer LENOVO LOQ 15IAX9 i5 12 Gn 20Go RTX 2050","2.269","Lenovo","En stock","mytek","electronique","252","3","2.269","pc"
"PC Portable ASUS ExpertBook B1 B1502 i7 13 Gn 24Go 512Go SSD - Noir","2.275","Asus","En stock","mytek","electronique","253","1","2.813","pc"
"PC Portable Gamer LENOVO LOQ 15IAX9 i5 12 Gn 16G RTX 2050","2.279","Lenovo","en rupture","mytek","electronique","254","4","2.279","pc"
"Pc Portable DELL Vostro 3530 i7 13 Gn 32G 512G SSD - Noir","2.285","Dell","En stock","mytek","electronique","255","2","2.285","pc"
"PC Portable DELL Latitude 3540 i5 13me Gn 32Go 512Go SSD - Gris","2.289","Dell","En stock","mytek","electronique","256","4","2.613","pc"
"Pc Portable HP ProBook 450 G10 i5 13 Gn 32Go 512G SSD - Silver","2.289","HP","En stock","mytek","electronique","257","3","2.289","pc"
"PC Portable DELL Latitude 3540 i5 13me Gn 24G 512G SSD - Gris","2.295","Dell","En stock","mytek","electronique","258","1","2.295","pc"
"Pc Portable HP ProBook 450 G10 i5 13 Gn 24G 512G SSD - Silver","2.299","HP","En stock","mytek","electronique","259","3","2.933","pc"
"PC Portable Gamer LENOVO LOQ 15IAX9 i5 12 Gn 24G RTX 2050","2.299","Lenovo","en rupture","mytek","electronique","260","1","2.755","pc"
"PC Portable Gamer MSI Thin 15 B13UCX i5 13 Gn 8Go RTX 2050","2.299","MSI","En stock","mytek","electronique","261","2","2.751","pc"
"PC Portable Gamer HP Victus 15-fa1007nk i5 13 Gn 16Go RTX 2050","2.305","HP","En stock","mytek","electronique","262","4","2.695","pc"
"PC Portable Gamer LENOVO LOQ 15IAX9 i5 12me Gn 16Go RTX2050","2.309","Lenovo","En stock","mytek","electronique","263","3","3.157","pc"
"PC Portable ASUS Vivobook 15 X1504VA Intel Core 7 150U 8G 512Go SSD - Silver","2.315","Asus","En stock","mytek","electronique","264","5","2.806","pc"
"PC Portable LENOVO ThinkBook 16 G7 IML Ultra 5 125U 24Go 512Go SSD - Gris","2.315","Lenovo","En stock","mytek","electronique","265","3","3.122","pc"
"PC Portable ASUS ExpertBook B1 B1502 i7 13 Gn 32Go 512Go SSD - Noir","2.315","Asus","en rupture","mytek","electronique","266","5","2.726","pc"
"PC Portable Gamer LENOVO LOQ 15IAX9 i5 12 Gn 28G RTX 2050","2.319","Lenovo","En stock","mytek","electronique","267","4","2.765","pc"
"PC Portable Gamer LENOVO LOQ 15IAX9 i5 12 Gn 20G RTX 2050","2.329","Lenovo","En stock","mytek","electronique","268","5","3.010","pc"
"PC Portable HP Pavilion x360 2-in-1 14-ek1002nk i5 13 Gn 8Go 512Go SSD - Bleu","2.345","HP","en rupture","mytek","electronique","269","2","3.159","pc"
"Pc Portable HP ProBook 450 G10 i5 13 Gn 32G 512G SSD - Silver","2.349","HP","En stock","mytek","electronique","270","1","2.796","pc"
"PC Portable DELL Latitude 3540 i5 13me Gn 32G 512G SSD - Gris","2.349","Dell","En stock","mytek","electronique","271","3","2.349","pc"
"PC Portable Gamer MSI Thin 15 B13UCX i5 13 Gn 16Go RTX 2050","2.355","MSI","En stock","mytek","electronique","272","3","2.695","pc"
"PC Portable Gamer HP Victus 15-fa1007nk i5 13 Gn 24Go RTX 2050","2.355","HP","En stock","mytek","electronique","273","1","2.355","pc"
"PC Portable Gamer MSI Thin 15 B13UCX i5 13 Gn 8G RTX 2050","2.359","MSI","En stock","mytek","electronique","274","4","2.359","pc"
"PC Portable Gamer LENOVO LOQ 15IAX9 i5 12me Gn 16Go RTX 2050","2.365","Lenovo","En stock","mytek","electronique","275","4","3.127","pc"
"PC Portable Gamer LENOVO LOQ 15IAX9 i5 12 Gn 32G RTX 2050","2.375","Lenovo","En stock","mytek","electronique","276","4","2.686","pc"
"PC Portable ASUS ExpertBook B5 B5602 i5 12 Gn 16Go 512Go SSD - Noir","2.375","Asus","En stock","mytek","electronique","277","5","2.375","pc"
"PC Portable Gamer LENOVO LOQ 15IAX9 i5 12 Gn 28 Go RTX 2050","2.379","Lenovo","En stock","mytek","electronique","278","1","2.379","pc"
"PC Portable LENOVO ThinkBook 16 G7 IML Ultra 5 125U 32Go 512Go SSD - Gris","2.389","Lenovo","En stock","mytek","electronique","279","4","2.697","pc"
"PC Portable Gamer MSI Thin 15 B13UCX i5 13 Gn 24Go RTX 2050","2.399","MSI","En stock","mytek","electronique","280","1","2.399","pc"
"PC Portable Gamer LENOVO LOQ 15IAX9 i5 12me Gn 24G RTX 2050","2.405","Lenovo","en rupture","mytek","electronique","281","5","2.405","pc"
"PC Portable Gamer MSI Thin 15 B13UCX i5 13 Gn 16G RTX 2050","2.415","MSI","En stock","mytek","electronique","282","1","3.088","pc"
"PC Portable Gamer HP Victus 15-fa1007nk i5 13 Gn 32Go RTX 2050","2.415","HP","En stock","mytek","electronique","283","3","2.415","pc"
"PC Portable ASUS ExpertBook B1 B1502 i7 13 Gn 48Go 512Go SSD - Noir","2.445","Asus","en rupture","mytek","electronique","284","2","2.445","pc"
"PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 7 8G RTX2050","2.449","Asus","En stock","mytek","electronique","285","2","3.200","pc"
"PC Portable Gamer MSI Thin 15 B13UCX i5 13 Gn 24G RTX 2050","2.459","MSI","En stock","mytek","electronique","286","2","2.459","pc"
"PC Portable Gamer MSI Thin 15 B13UCX i5 13 Gn 32Go RTX 2050","2.459","MSI","En stock","mytek","electronique","287","5","2.459","pc"
"Pc Portable HP ProBook 450 G10 i5 13me Gn 8Go 512Go SSD - Silver","2.475","HP","En stock","mytek","electronique","288","2","2.789","pc"
"Pc Portable HP ProBook 450 G9 i5 12 Gn 8Go 512Go SSD - Silver","2.475","HP","En stock","mytek","electronique","289","5","2.475","pc"
"PC Portable ASUS ExpertBook B5 B5602 i5 12 Gn 24Go 512Go SSD - Noir","2.499","Asus","En stock","mytek","electronique","290","3","2.499","pc"
"PC Portable Gamer LENOVO LOQ 15IAX9 i5 12me Gn 32G RTX 2050","2.505","Lenovo","En stock","mytek","electronique","291","3","2.505","pc"
"PC Portable Gamer MSI Thin 15 B13UCX i5 13 Gn 32G RTX 2050","2.519","MSI","En stock","mytek","electronique","292","3","2.519","pc"
"PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 7 16G RTX2050","2.519","Asus","En stock","mytek","electronique","293","1","3.113","pc"
"PC Portable Gamer MSI Thin 15 B13UCX i7 13 Gn 8Go RTX 2050","2.519","MSI","En stock","mytek","electronique","294","4","2.519","pc"
"Pc Portable HP ProBook 450 G10 i5 13me Gn 16Go 512Go SSD - Silver","2.529","HP","En stock","mytek","electronique","295","2","3.019","pc"
"Pc Portable HP ProBook 450 G10 i5 13me Gn 8G 512Go SSD - Silver","2.535","HP","En stock","mytek","electronique","296","5","2.535","pc"
"PC Portable LENOVO ThinkBook 16 G7 IML Ultra 7 155H 8Go 512Go SSD - Gris","2.539","Lenovo","En stock","mytek","electronique","297","1","2.539","pc"
"PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 7 24G RTX2050","2.569","Asus","En stock","mytek","electronique","298","1","3.157","pc"
"PC Portable Gamer MSI Thin 15 B13UCX i7 13 Gn 16Go RTX 2050","2.575","MSI","En stock","mytek","electronique","299","5","3.142","pc"
"PC Portable Gamer MSI Thin 15 B13UCX i7 13 Gn 8G RTX 2050","2.579","MSI","En stock","mytek","electronique","300","2","2.579","pc"
"Pc Portable HP ProBook 450 G10 i5 13me Gn 24Go 512Go SSD - Silver","2.579","HP","En stock","mytek","electronique","301","3","2.579","pc"
"Pc Portable HP ProBook 450 G10 i5 13me Gn 16Go 512G SSD - Silver","2.589","HP","En stock","mytek","electronique","302","4","2.589","pc"
"PC Portable LENOVO IdeaPad Flex 5 14ALC7 AMD RYZEN 7 16Go 512Go SSD - Gris","2.589","Lenovo","En stock","mytek","electronique","303","5","3.395","pc"
"PC Portable Gamer MSI Thin 15 B13UCX i7 13 Gn 24Go RTX 2050","2.615","MSI","En stock","mytek","electronique","304","4","2.615","pc"
"PC Portable LENOVO ThinkPad E14 Gn 4 i5 12 Gn 8G 512Go SSD - Noir","2.619","Lenovo","En stock","mytek","electronique","305","2","2.619","pc"
"PC Portable LENOVO ThinkPad E14 Gn 5 i5 13 Gn 24Go 512Go SSD - Noir","2.619","Lenovo","En stock","mytek","electronique","306","4","2.887","pc"
"PC Portable LENOVO ThinkBook 16 G7 IML Ultra 7 155H 16Go 512Go SSD - Gris","2.619","Lenovo","En stock","mytek","electronique","307","3","3.372","pc"
"PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 7 32G RTX2050","2.629","Asus","En stock","mytek","electronique","308","2","2.629","pc"
"Pc Portable HP ProBook 450 G10 i5 13me Gn 32Go 512Go SSD - Silver","2.629","HP","En stock","mytek","electronique","309","3","2.629","pc"
"PC Portable Gamer MSI Thin 15 B13UCX i7 13 Gn 16G RTX 2050","2.635","MSI","En stock","mytek","electronique","310","1","2.635","pc"
"PC Portable LENOVO ThinkPad E14 Gn 5 i5 13 Gn 8Go 512G SSD - Noir","2.635","Lenovo","En stock","mytek","electronique","311","4","2.749","pc"
"Pc Portable HP ProBook 450 G10 i5 13me Gn 24G 512Go SSD - Silver","2.639","HP","En stock","mytek","electronique","312","5","2.639","pc"
"PC Portable ASUS ExpertBook B5 B5602 i5 13 Gn 24Go 512Go SSD - Noir","2.645","Asus","En stock","mytek","electronique","313","4","3.331","pc"
"PC Portable LENOVO ThinkBook 16 G7 IML Ultra 5 125U 64Go 512Go SSD - Gris","2.649","Lenovo","en rupture","mytek","electronique","314","2","3.334","pc"
"PC Portable Gamer LENOVO LOQ 15IAX9 i5 12me Gn 8Go RTX 3050","2.659","Lenovo","En stock","mytek","electronique","315","3","2.996","pc"
"PC Portable LENOVO IdeaPad Flex 5 14ABR8 AMD RYZEN 7 16G 512Go SSD - Gris","2.659","Lenovo","En stock","mytek","electronique","316","5","2.801","pc"
"PC Portable Gamer MSI Thin 15 B12UC i5 12 Gn 16Go RTX 3050","2.669","MSI","En stock","mytek","electronique","317","3","2.669","pc"
"PC Portable Gamer LENOVO LOQ 15IAX9 i5 12 Gn 8Go RTX 3050","2.669","Lenovo","En stock","mytek","electronique","318","3","3.203","pc"
"PC Portable Gamer MSI Thin 15 B13UCX i7 13 Gn 24G RTX 2050","2.675","MSI","En stock","mytek","electronique","319","2","2.675","pc"
"PC Portable LENOVO ThinkPad E14 Gn 4 i5 12 Gn 16Go 512Go SSD - Noir","2.679","Lenovo","En stock","mytek","electronique","320","2","3.572","pc"
"PC Portable LENOVO IdeaPad Flex 5 14IAU7 i7 12 Gn 8Go 512G SSD","2.679","Lenovo","En stock","mytek","electronique","321","1","2.679","pc"
"Pc Portable HP ProBook 450 G10 i5 13me Gn 32G 512Go SSD - Silver","2.689","HP","En stock","mytek","electronique","322","2","3.281","pc"
